filename,file_size,file_attributes,region_count,region_id,region_shape_attributes,region_attributes
img0.png,1724884,"{}",1,0,"{""name"":""rect"",""x"":142,""y"":77,""width"":587,""height"":568}","{""class_id"":""3""}"
img1.png,2549299,"{}",2,0,"{""name"":""rect"",""x"":5,""y"":84,""width"":928,""height"":1072}","{""class_id"":""3""}"
img1.png,2549299,"{}",2,1,"{""name"":""rect"",""x"":520,""y"":12,""width"":663,""height"":993}","{""class_id"":""2""}"
img2.png,2738912,"{}",1,0,"{""name"":""rect"",""x"":73,""y"":159,""width"":1109,""height"":795}","{""class_id"":""3""}"
img3.png,119324,"{}",1,0,"{""name"":""rect"",""x"":55,""y"":14,""width"":173,""height"":101}","{""class_id"":""3""}"
img4.png,2130146,"{}",1,0,"{""name"":""rect"",""x"":284,""y"":9,""width"":708,""height"":650}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,0,"{""name"":""rect"",""x"":10,""y"":240,""width"":218,""height"":94}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,1,"{""name"":""rect"",""x"":827,""y"":384,""width"":220,""height"":108}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,2,"{""name"":""rect"",""x"":609,""y"":360,""width"":155,""height"":155}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,3,"{""name"":""rect"",""x"":753,""y"":352,""width"":132,""height"":83}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,4,"{""name"":""rect"",""x"":458,""y"":276,""width"":152,""height"":139}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,5,"{""name"":""rect"",""x"":297,""y"":277,""width"":155,""height"":120}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,6,"{""name"":""rect"",""x"":230,""y"":250,""width"":100,""height"":122}","{""class_id"":""3""}"
img5.png,1781223,"{}",14,7,"{""name"":""rect"",""x"":2,""y"":335,""width"":185,""height"":80}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,8,"{""name"":""rect"",""x"":167,""y"":352,""width"":118,""height"":92}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,9,"{""name"":""rect"",""x"":812,""y"":483,""width"":337,""height"":127}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,10,"{""name"":""rect"",""x"":728,""y"":444,""width"":97,""height"":139}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,11,"{""name"":""rect"",""x"":639,""y"":488,""width"":102,""height"":72}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,12,"{""name"":""rect"",""x"":292,""y"":399,""width"":191,""height"":100}","{""class_id"":""2""}"
img5.png,1781223,"{}",14,13,"{""name"":""rect"",""x"":483,""y"":420,""width"":127,""height"":111}","{""class_id"":""2""}"
img6.png,15141382,"{}",9,0,"{""name"":""rect"",""x"":1175,""y"":548,""width"":1499,""height"":687}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,1,"{""name"":""rect"",""x"":2683,""y"":900,""width"":196,""height"":335}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,2,"{""name"":""rect"",""x"":1309,""y"":1666,""width"":1635,""height"":718}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,3,"{""name"":""rect"",""x"":1797,""y"":1232,""width"":1278,""height"":440}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,4,"{""name"":""rect"",""x"":2887,""y"":1124,""width"":199,""height"":108}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,5,"{""name"":""rect"",""x"":2893,""y"":1065,""width"":79,""height"":60}","{""class_id"":""3""}"
img6.png,15141382,"{}",9,6,"{""name"":""rect"",""x"":1084,""y"":1218,""width"":676,""height"":497}","{""class_id"":""2""}"
img6.png,15141382,"{}",9,7,"{""name"":""rect"",""x"":2981,""y"":1471,""width"":267,""height"":270}","{""class_id"":""2""}"
img6.png,15141382,"{}",9,8,"{""name"":""rect"",""x"":3004,""y"":971,""width"":304,""height"":338}","{""class_id"":""2""}"
